tweets,user,corordinate,place,id,len,date,likes,retweets
Bengals Assure Injury Prone Tua Tagovailoa He Can Have Any Of Andy Dalton's Organs https://t.co/UYeWhFR17a https://t.co/SveL9H4NcM,The Onion,,,1197245514791739392,130,2019-11-20 20:09:09,2317,390
Trump Tries To Doxx Impeachment Inquiry By Tweeting Address Of Capitol Building https://t.co/A2Am1xkYFk https://t.co/fhH1JhwaQs,The Onion,,,1197237695082377216,127,2019-11-20 19:38:04,2728,391
Health Department Gives Tyson Plant ‘D’ Grade After Discovering Raw Chicken Contaminating Nearly Every Surface… https://t.co/JutaLkF0hQ,The Onion,,,1197223362600284162,135,2019-11-20 18:41:07,864,104
Biggest Revelations From The Anonymous Trump Official’s New Book https://t.co/wfjocxERoT https://t.co/ffhe4PkkwS,The Onion,,,1197215559290703872,112,2019-11-20 18:10:07,158,23
"‘I Yield The Remainder Of My Time To You, The Viewer At Home,’ Says Adam Schiff During Impeachment Hearing Before S… https://t.co/mgOuYm7EQX",The Onion,,,1197208301865459714,140,2019-11-20 17:41:16,3113,421
Cory Booker Taken Aback To Find Dozens Of Pictures Of Himself On Buttigieg Campaign Flyers https://t.co/bnXJBngBaQ https://t.co/DIttVNYMh5,The Onion,,,1197200017225928705,138,2019-11-20 17:08:21,2276,294
Ornithologists Awarded $10 Million Grant To Research Whether That Big Bird Up There A Hawk https://t.co/khWqTQqsd4 https://t.co/9mKKcDs6zg,The Onion,,,1197192143502266369,138,2019-11-20 16:37:04,1110,132
Chick-Fil-A Ending Donations To Anti-LGBTQ Organizations https://t.co/9yxHj1G4JW #WhatDoYouThink? https://t.co/4MtwCVGkbb,The Onion,,,1197184347192864770,121,2019-11-20 16:06:05,1105,131
Area Man Treats Girlfriend To Sumptuous 20-Second Massage https://t.co/L5lG9jo4pU https://t.co/I0cXWe8xPE,The Onion,,,1197176544743038977,105,2019-11-20 15:35:05,3145,233
Man’s Area Code Provides Exciting Glimpse At Past Life https://t.co/DCzlt2vwjJ https://t.co/MNvxC1hovs,The Onion,,,1197164729027969024,102,2019-11-20 14:48:08,1516,105
tweets,user,corordinate,place,id,len,date,likes,retweets
Biden Complains Moderators Keep Giving Him Ample Time To Speak https://t.co/EWBaSgEL6l https://t.co/iheZzGFjAW,The Onion,,,1197345056342126592,110,2019-11-21 02:44:41,2468,462
"""It would have been nice if someone from the Buttigieg team had reached out to me before they plastered my face all… https://t.co/T3HGxORlZZ",The Onion,,,1197334818285084672,140,2019-11-21 02:04:00,491,39
Two Charged In Epstein Death https://t.co/nV7giVelVr #WhatDoYouThink? https://t.co/UiG1erJuv1,The Onion,,,1197324271489605633,93,2019-11-21 01:22:06,454,56
"RT @TheOnion: ‘I Yield The Remainder Of My Time To You, The Viewer At Home,’ Says Adam Schiff During Impeachment Hearing Before Staring Int…",The Onion,,,1197313678124736518,140,2019-11-21 00:40:00,0,421
Friendly Cashier Persona Briefly Dropped To Address Trainee https://t.co/Ca0aLd1yPb https://t.co/R3rgv3XSIz,The Onion,,,1197303136022618112,107,2019-11-20 23:58:07,1405,117
'How Bad For The Environment Can Throwing Away One Plastic Bottle Be?' 30 Million People Wonder… https://t.co/J6BmhUq0TB,The Onion,,,1197292553114148864,120,2019-11-20 23:16:03,4111,781
"‘Hey, Are You Gonna Let Me Talk?’ Shouts Rudy Giuliani Debating Fox News Recap Of Sondland Testimony… https://t.co/QMlmhEgkNO",The Onion,,,1197282215513743362,125,2019-11-20 22:34:59,711,82
Awesome Tie-In: Thousands Of Dock Workers Across America Have Been Driving Forklifts As An Apparent Shadow Promotio… https://t.co/4skme5PkKx,The Onion,,,1197273942702088193,140,2019-11-20 22:02:06,416,74
"""Honestly, nobody—and I mean nobody—ever gives me so much as a second glance here."" https://t.co/N84K3moGjy https://t.co/kXbIg9msyV",The Onion,,,1197263663289290758,131,2019-11-20 21:21:16,625,47
Robust UTI Culture The Closest Woman Going To Get To Bringing Life Into World https://t.co/mjAeNa0nMv https://t.co/IKu2qwUzF7,The Onion,,,1197253295837995008,125,2019-11-20 20:40:04,573,50
Bengals Assure Injury Prone Tua Tagovailoa He Can Have Any Of Andy Dalton's Organs https://t.co/UYeWhFR17a https://t.co/SveL9H4NcM,The Onion,,,1197245514791739392,130,2019-11-20 20:09:09,2327,395
Trump Tries To Doxx Impeachment Inquiry By Tweeting Address Of Capitol Building https://t.co/A2Am1xkYFk https://t.co/fhH1JhwaQs,The Onion,,,1197237695082377216,127,2019-11-20 19:38:04,2735,392
Health Department Gives Tyson Plant ‘D’ Grade After Discovering Raw Chicken Contaminating Nearly Every Surface… https://t.co/JutaLkF0hQ,The Onion,,,1197223362600284162,135,2019-11-20 18:41:07,867,104
Biggest Revelations From The Anonymous Trump Official’s New Book https://t.co/wfjocxERoT https://t.co/ffhe4PkkwS,The Onion,,,1197215559290703872,112,2019-11-20 18:10:07,158,23
"‘I Yield The Remainder Of My Time To You, The Viewer At Home,’ Says Adam Schiff During Impeachment Hearing Before S… https://t.co/mgOuYm7EQX",The Onion,,,1197208301865459714,140,2019-11-20 17:41:16,3135,421
Cory Booker Taken Aback To Find Dozens Of Pictures Of Himself On Buttigieg Campaign Flyers https://t.co/bnXJBngBaQ https://t.co/DIttVNYMh5,The Onion,,,1197200017225928705,138,2019-11-20 17:08:21,2299,298
Ornithologists Awarded $10 Million Grant To Research Whether That Big Bird Up There A Hawk https://t.co/khWqTQqsd4 https://t.co/9mKKcDs6zg,The Onion,,,1197192143502266369,138,2019-11-20 16:37:04,1117,132
Chick-Fil-A Ending Donations To Anti-LGBTQ Organizations https://t.co/9yxHj1G4JW #WhatDoYouThink? https://t.co/4MtwCVGkbb,The Onion,,,1197184347192864770,121,2019-11-20 16:06:05,1106,131
Area Man Treats Girlfriend To Sumptuous 20-Second Massage https://t.co/L5lG9jo4pU https://t.co/I0cXWe8xPE,The Onion,,,1197176544743038977,105,2019-11-20 15:35:05,3151,233
Man’s Area Code Provides Exciting Glimpse At Past Life https://t.co/DCzlt2vwjJ https://t.co/MNvxC1hovs,The Onion,,,1197164729027969024,102,2019-11-20 14:48:08,1518,105
